Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
06825,Deputy Commissioner (CEC),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
06826,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
06827,Associate Commissioner (DOITT),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
06828,STRATEGIC INITIATIVE SPECIALIS,35,0,993,OJ & NON-MGRL TEMP - PROP EX,N/U,Non-Union,"40,000.00","200,000.00"
09273,SPECIAL ASSISTANT TO THE BOROU,35,0,775,MGRL TEMP - PROP NC,N/U,Non-Union,"63,301.00","252,165.00"
09288,SPECIAL ASSISTANT TO THE BOROU,35,0,665,TEMPORARY OJ,N/U,Non-Union,"64,643.00","90,018.00"
09708,SERVICE INSPECTOR (PROJECT SCO,35,0,665,TEMPORARY OJ,N/U,Non-Union,"41,998.00","51,497.00"
09708,SERVICE INSPECTOR (PROJECT SCO,40,0,665,TEMPORARY OJ,N/U,Non-Union,"40,775.00","49,997.00"
09709,SENIOR SERVICE INSPECTOR (PROJ,40,0,665,TEMPORARY OJ,N/U,Non-Union,"47,353.00","56,859.00"
09749,COMMUNITY SERVICE AIDE (SCSP),35,0,993,OJ & NON-MGRL TEMP - PROP EX,N/U,Non-Union,15.00,19.29
09888,EXECUTIVE SECRETARY TO CITY CL,35,0,665,TEMPORARY OJ,N/U,Non-Union,"56,772.00","72,865.00"
09909,RESEARCH & LIAISON COORDINATOR,35,0,665,TEMPORARY OJ,N/U,Non-Union,"69,603.00","128,813.00"
09910,SECRETARY TO THE ASSISTANT TO,35,0,665,TEMPORARY OJ,N/U,Non-Union,"61,594.00","61,594.00"
09959,ASSISTANT TO THE PRESIDENT (BK,35,0,993,OJ & NON-MGRL TEMP - PROP EX,N/U,Non-Union,"58,926.00","234,738.00"
09963,EXECUTIVE ASSISTANT TO THE COM,35,0,775,MGRL TEMP - PROP NC,N/U,Non-Union,"63,301.00","252,165.00"
09989,EXECUTIVE COOK (MAYOR),35,0,775,MGRL TEMP - PROP NC,N/U,Non-Union,"63,301.00","252,165.00"
10001,ADMINISTRATIVE ACCOUNTANT,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10003,ADMINISTRATIVE GRAPHIC ARTIST,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10004,ADMINISTRATIVE ARCHITECT,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10005,ADMINISTRATIVE ASSESSOR,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10006,*ADMINISTRATIVE ATTORNEY,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10007,ADMINISTRATIVE BOROUGH SUPERIN,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10009,ADMINISTRATIVE BUSINESS PROMOT,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1000A,ADMIN ARCHITECT (NON MGRL) M-1,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"61,757.00","146,121.00"
1000B,ADMINISTRATIVE ACCOUNTANT (NON,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"63,301.00","173,486.00"
1000C,ADMINISTRATIVE BUSINESS PROMOT,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"63,301.00","192,152.00"
1000D,ADMINISTRATIVE GRAPHIC ARTIST,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"63,301.00","173,486.00"
10010,ADMINISTRATIVE MANAGEMENT AUDI,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10014,ADMINISTRATIVE CONSULTANT (EAR,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10015,ADMINISTRATIVE ENGINEER,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10016,ADMINISTRATIVE DIRECTOR OF RES,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10018,ADMINISTRATIVE HOUSING MANAGER,35,0,790,HA COMPETITIVE MANAGER,N/U,Non-Union,"45,758.00","196,574.00"
10019,ADMINISTRATIVE HOUSING SUPERIN,35,0,790,HA COMPETITIVE MANAGER,N/U,Non-Union,"45,758.00","196,574.00"
1001A,ADM ENGINEER (NON MGRL),35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"61,757.00","146,121.00"
1001B,ADMINISTRATIVE DIRECTOR OF RES,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"63,301.00","192,152.00"
1001C,ADMINISTRATIVE MANAGEMENT AUDI,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"63,301.00","173,486.00"
10020,ADMINISTRATIVE INVESTIGATOR,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10022,ADMINISTRATIVE COMMUNITY RELAT,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10023,ADMINISTRATIVE LANDSCAPE ARCHI,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10024,ADMINISTRATIVE FIRE PROTECTION,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10025,ADMINISTRATIVE MANAGER,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10026,ADMINISTRATIVE STAFF ANALYST (,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10028,ADMINISTRATIVE NUTRITIONIST,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10029,ADMINISTRATIVE PROBATION OFFIC,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1002A,ADMINISTRATIVE STAFF ANALYST (,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"62,862.00","97,873.00"
1002B,*ADM DIR FLT MAINT-MGRL ASGMT,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1002C,ADM MANAGER-NON-MGRL FRM M1/M2,35,1,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"69,826.00","90,773.00"
1002C,ADM MANAGER-NON-MGRL FRM M1/M2,35,2,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"76,270.00","98,830.00"
1002C,ADM MANAGER-NON-MGRL FRM M1/M2,35,3,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"85,939.00","161,534.00"
1002D,ADMINISTRATIVE STAFF ANALYST (,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"65,173.00","161,497.00"
1002E,ADMINISTRATIVE STAFF ANALYST (,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"72,319.00","178,873.00"
1002F,ADMIN COMMUNITY RELATIONS SPEC,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"58,926.00","144,268.00"
1002G,ADM LANDSCAPE ARCHITECT (NM),35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"61,757.00","146,121.00"
1002H,ADMINISTRATIVE FIRE PROTECTION,35,0,177,EMS-FIRE PROTECTION INSPECTORS,DC37,District Council 37,"61,457.00","186,555.00"
1002I,ADMINISTRATIVE INVESTIGATOR (N,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"63,301.00","173,486.00"
10031,ADMINISTRATIVE EDUCATION ANALY,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10032,ADMINISTRATIVE PUBLIC HEALTH N,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10033,ADMINISTRATIVE PUBLIC INFORMAT,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10034,ADMINISTRATIVE LANDMARKS PRESE,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10035,ADMINISTRATIVE SUPERVISOR OF B,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10037,ADMINISTRATIVE SPACE ANALYST,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10038,ADMINISTRATIVE STOREKEEPER,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10039,ADMINISTRATIVE SUPERINTENDENT,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1003A,ADM LNDMRK PRESERVATIONIST NM,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"61,757.00","146,121.00"
1003B,ADMINISTRATIVE EDUCATION ANALY,35,0,430,EDUCATION ANALYST- DOE,N/U,Non-Union,"56,306.00","136,902.00"
1003C,ADMINISTRATIVE PUBLIC HEALTH N,35,0,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,"63,301.00","173,486.00"
1003D,ADMINISTRATIVE SPACE ANALYST (,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"63,301.00","173,486.00"
10041,ADMINISTRATIVE PUBLIC RECORDS,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10042,ADMINISTRATIVE TRAFFIC ENFORCE,37.5,0,183,SCHOOL SECURITY/TRAFFIC,N/U,Non-Union,"66,544.00","77,494.00"
10044,ADMINISTRATIVE CLAIM EXAMINER,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10045,ADMINISTRATIVE SUPERVISOR OF S,35,0,790,HA COMPETITIVE MANAGER,N/U,Non-Union,"45,758.00","196,574.00"
10047,ADMINISTRATIVE REAL PROPERTY M,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10049,ADMINISTRATIVE TAX AUDITOR,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1004A,ADM TRAFFIC ENFRCMNT AGENT-DIR,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1004B,ADMIN TRAFFIC ENFRCMNT AGENT (,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1004C,ADMINISTRATIVE TAX AUDITOR (NO,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"63,301.00","173,486.00"
1004D,ADMINISTRATIVE REAL PROPERTY M,35,0,133,REAL ESTATE TITLES DC387,DC37,District Council 37,"63,301.00","173,486.00"
1004E,ADMINISTRATIVE CLAIM EXAMINER,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"63,301.00","173,486.00"
10050,COMPUTER SYSTEMS MANAGER,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10053,ADMINISTRATIVE CITY PLANNER,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10054,ADMINISTRATIVE BLASTING INSPEC,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10055,ADMINISTRATIVE DIRECTOR OF LAB,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10056,ADMINISTRATIVE DIRECTOR OF SOC,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1005A,ADM CITY PLANNER (NON MGRL),35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"61,757.00","146,121.00"
1005B,ADMIN DIR OF LABORATORY (WATER,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"61,757.00","148,745.00"
1005C,ADMINISTRATIVE DIRECTOR OF SOC,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"63,301.00","192,152.00"
1005D,COMPUTER SYSTEMS MANAGER,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"63,301.00","173,486.00"
10061,ADMINISTRATIVE TRANSPORTATION,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10062,ADMINISTRATIVE EDUCATION OFFIC,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10064,ADMINISTRATIVE TESTS & MEASURE,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"62,234.00","139,904.00"
10065,ADMINISTRATIVE SCHOOL FOOD SER,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10069,HEALTH SERVICES MANAGER,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1006A,ADMIN TESTS & MEAS SPEC (MGRL),35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1006B,ADMINISTRATIVE EDUCATION OFFI,35,0,430,EDUCATION ANALYST- DOE,N/U,Non-Union,"56,306.00","136,902.00"
1006C,HEALTH SERVICES MANAGER NON MA,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"61,457.00","156,829.00"
1006D,HEALTH SERVICES MANAGER NON MA,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"67,972.00","168,433.00"
10071,ADMINISTRATIVE HORTICULTURIST,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10072,ADMINISTRATIVE PARKS & RECREAT,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10073,ADMINISTRATIVE INSPECTOR (BUIL,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10074,COMPUTER OPERATIONS MANAGER (S,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10076,SUPERVISOR OF ELEVATOR MAINTEN,35,0,790,HA COMPETITIVE MANAGER,N/U,Non-Union,"45,758.00","196,574.00"
10077,ADMINISTRATIVE INSPECTOR (ELEC,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10078,ADMINISTRATIVE INSPECTOR (HOUS,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10079,ADMINISTRATIIVE TAXI & LIMOUSI,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1007A,ADM INSPECTOR (BUILDINGS) NM,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"61,757.00","146,121.00"
1007B,ADMIN INSPECTOR (ELECTRICAL)NM,35,0,45,ELECTRICAL INSPECTORS L3 IBEW,IBEW,Intl Brthd of Electrical Wrkrs,"61,757.00","129,832.00"
1007C,ADMINISTRATIVE HORTICULTURIST,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"63,301.00","173,486.00"
1007D,ADMINISTRATIVE PARKS & RECREA,35,0,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,"63,301.00","173,486.00"
1007E,COMPUTER OPERATIONS MANAGER,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"63,301.00","173,486.00"
10080,ADMINISTRATIVE QUALITY ASSURAN,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10081,SUPERINTENDENT OF WATER AND SE,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10083,*ADMINISTRATIVE SCHOOLSECURITY,37.5,0,183,SCHOOL SECURITY/TRAFFIC,N/U,Non-Union,"71,657.00","77,878.00"
10084,ADMINISTRATIVE  PROGRAM OFFICE,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10089,DIRECTOR OF TECHNICAL SERVICES,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1008A,*ADMINSTRATIVE SCHOOL SECURITY,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1008B,ADMINISTRATIVE QUALITY ASSURAN,35,0,97,BUYERS L300 SEIU,SEIU,Service Employees Int'l Union,"63,332.00","147,388.00"
10095,ADMIN CONTRACT SPECIALIST (PYR,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10096,ADMINISTRATIVE PRINTING SERVIC,35,0,771,COMPETITIVE MANAGER,N/U,Non-Union,"61,457.00","244,820.00"
1009A,ADMINISTRATIVE CONTRACT SPECIA,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"63,301.00","192,152.00"
10100,CONFIDENTIAL ASST OFFICE,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10101,STUDENT AIDE,35,0,992,UNCLASSIFIED NON OJ & NON MANA,N/U,Non-Union,"8,678.25","8,678.25"
10102,COLLEGE ASSISTANT (NO LEAVE AC,35,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"10,850.00","21,140.00"
10103,EXECUTIVE ASSISTANT,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"33,850.00","42,789.00"
10104,ELIGIBILITY SPECIALIST,35,1,128,CLERICAL TITLES DC37,DC37,District Council 37,"41,848.00","55,228.00"
10104,ELIGIBILITY SPECIALIST,35,2,128,CLERICAL TITLES DC37,DC37,District Council 37,"43,410.00","57,043.00"
10104,ELIGIBILITY SPECIALIST,35,3,128,CLERICAL TITLES DC37,DC37,District Council 37,"46,071.00","59,390.00"
10115,OFFICE ASSISTANT,35,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"33,906.00","41,064.00"
10115,OFFICE ASSISTANT,40,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"33,906.00","41,064.00"
10116,COOPERATIVE EDUCATIONAL TRAINE,35,0,668,OJ COOPERATIVE TRAINEES,N/U,Non-Union,15.00,15.85
10117,LEGISLATIVE CLERICAL ASSISTANT,35,0,883,MGRL TEMP - PROP EX,N/U,Non-Union,"63,301.00","252,165.00"
10118,CHIEF OFFICE ASSISTANT,35,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"41,848.00","55,228.00"
10118,CHIEF OFFICE ASSISTANT,40,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"41,848.00","55,228.00"
10119,COOPERATIVE EDUCATION TRAINEE,35,0,668,OJ COOPERATIVE TRAINEES,N/U,Non-Union,15.00,15.85
10124,PRINCIPAL ADMINISTRATIVE ASSOC,35,1,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"54,531.00","69,462.00"
10124,PRINCIPAL ADMINISTRATIVE ASSOC,35,2,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"61,015.00","77,124.00"
10124,PRINCIPAL ADMINISTRATIVE ASSOC,35,3,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"67,499.00","89,699.00"
10135,ADMINISTRATIVE CHIEF,35,0,679,DA-NON-MAYOR SALARY/NON-COMPET,N/U,Non-Union,"27,734.00","93,000.00"
10135,ADMINISTRATIVE CHIEF,35,0,679,DA-NON-MAYOR SALARY/NON-COMPET,N/U,Non-Union,"33,000.00","113,500.00"
10136,DEPUTY DIRECTOR OF ADMINISTRAT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10137,"DIRECTOR,CITYWIDE OCCUPATIONAL",35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10138,CHIEF CLERK,35,0,673,PUBLIC ADM NON-MAYOR SALARY EX,N/U,Non-Union,"47,270.00","153,151.00"
10139,DEPUTY PUBLIC ADMINISTATOR,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"33,000.00","113,500.00"
10140,PRECINCT RECEPTIONIST (PER HOU,35,0,128,CLERICAL TITLES DC37,DC37,District Council 37,16.19,16.72
10142,DECEDENT PROPERTY AGENT,35,0,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"47,705.00","63,794.00"
10144,POLICE ADMINISTRATIVE AIDE,35,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"41,848.00","55,228.00"
10146,ADMINISTRATIVE ASSISTANT TO TH,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10147,SENIOR POLICE ADMINISTRATIVE A,35,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"50,518.00","57,093.00"
10152,Director of Admin (DSS only),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10154,DEPUTY EXECUTIVE DIRECTOR (HA),35,0,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,"45,758.00","196,574.00"
10158,DEPUTY DIRECTOR OF COUNCIL SER,35,0,774,UNCLASSIFIED MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10159,DIRECTOR OF COUNCIL SERVICES B,35,0,774,UNCLASSIFIED MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10164,EXECUTIVE DIRECTOR OF STANDARD,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10173,EXECUTIVE DIRECTOR,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10174,ASSISTANT EXECUTIVE DIRECTOR (,35,0,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,"45,758.00","196,574.00"
10175,EXECUTIVE DIRECTOR (TEACHERS R,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10176,EXECUTIVE DIRECTOR (PERSONNEL),35,0,780,BOE MANAGERIAL/NON-COMPETITIVE,N/U,Non-Union,"63,301.00","252,165.00"
10179,EXECUTIVE DIRECTOR (BOE RETIRE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"33,000.00","113,500.00"
10181,EXECUTIVE DIRECTOR (LABOR RELA,35,0,780,BOE MANAGERIAL/NON-COMPETITIVE,N/U,Non-Union,"63,301.00","252,165.00"
10184,DEPUTY EXECUTIVE DIRECTOR (TEA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10185,ASSISTANT EXECUTIVE DIRECTOR (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10188,EXECUTIVE DIRECTOR (NYC EMPLOY,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10189,DEPUTY EXECUTIVE DIRECTOR (NYC,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10190,EXECUTIVE DIRECTOR (CITY PLANN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10193,DEPUTY ASSISTANT DIRECTOR (CIV,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10194,EXECUTIVE DIRECTOR (CIVILIAN C,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10196,DEPUTY EXECUTIVE DIRECTOR (CIT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
1019A,DEPUTY ASSISTANT DIRECTOR (NON,35,0,180,STAFF ANALYSTS,OSA,Organization of Staff Analysts,"63,301.00","173,486.00"
10200,DISTRICT MANAGER OF ADMINISTRA,35,0,414,DISTR BUSN MG BD ED LOCAL 1180,CWA,Communication Wrkrs of America,"41,126.00","58,073.00"
10201,COOPERATIVE EDUCATION TRAINEE-,35,0,668,OJ COOPERATIVE TRAINEES,N/U,Non-Union,15.00,15.85
10202,PRIVATE SECRETARY,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"49,492.00","136,198.00"
10203,SECRETARY TO DISTRICT ATTORNEY,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"91,405.00","91,405.00"
10204,CONFIDENTIAL SECRETARY,35,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"42,896.00","55,228.00"
10204,CONFIDENTIAL SECRETARY,40,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"42,896.00","55,228.00"
10208,NEW YORK CITY URBAN FELLOW,35,0,660,PART TIME OJ,N/U,Non-Union,"30,000.00","30,000.00"
10209,COLLEGE AIDE (ALL CITY DEPTS),35,1,660,PART TIME OJ,N/U,Non-Union,15.50,19.90
1020A,COLLEGE AIDE-DCAS MINUTE TO MI,1,1,660,PART TIME OJ,N/U,Non-Union,8.00,12.96
1020A,COLLEGE AIDE-DCAS MINUTE TO MI,1,2,660,PART TIME OJ,N/U,Non-Union,13.50,17.47
1020A,COLLEGE AIDE-DCAS MINUTE TO MI,1,3,660,PART TIME OJ,N/U,Non-Union,14.06,18.03
1020B,COLLEGE AIDE - ASSIGNMENT LEVE,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,16.02,20.72
1020B,COLLEGE AIDE - ASSIGNMENT LEVE,35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,16.68,21.38
10212,REPORTER/STENOGRAPHER,35,1,128,CLERICAL TITLES DC37,DC37,District Council 37,"46,787.00","66,213.00"
10212,REPORTER/STENOGRAPHER,35,2,128,CLERICAL TITLES DC37,DC37,District Council 37,"76,091.00","83,993.00"
10212,REPORTER/STENOGRAPHER,35,1A,128,CLERICAL TITLES DC37,DC37,District Council 37,"59,734.00","78,282.00"
10212,REPORTER/STENOGRAPHER,40,1,128,CLERICAL TITLES DC37,DC37,District Council 37,"46,787.00","66,213.00"
10212,REPORTER/STENOGRAPHER,40,2,128,CLERICAL TITLES DC37,DC37,District Council 37,"76,091.00","83,993.00"
10212,REPORTER/STENOGRAPHER,40,1A,128,CLERICAL TITLES DC37,DC37,District Council 37,"59,734.00","78,282.00"
10214,DEPUTY EXECUTIVE DIRECTOR (CIV,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
10216,SECRETARY,35,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"38,714.00","48,940.00"
10216,SECRETARY,40,0,128,CLERICAL TITLES DC37,DC37,District Council 37,"38,714.00","48,940.00"
10217,STENOGRAPHIC SPECIALIST,35,1,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"43,197.00","50,400.00"
10217,STENOGRAPHIC SPECIALIST,35,2,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"45,265.00","56,884.00"
10217,STENOGRAPHIC SPECIALIST,35,3,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"48,686.00","67,100.00"
10217,STENOGRAPHIC SPECIALIST,35,4,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"60,153.00","71,484.00"
10218,LEGISLATIVE STENOGRAPHER (CITY,35,0,664,UNCLASSIFIED OJ,N/U,Non-Union,"3,000.00","100,000.00"
10219,LEGISLATIVE FINANCIAL STENOGRA,35,0,883,MGRL TEMP - PROP EX,N/U,Non-Union,"63,301.00","252,165.00"
